Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF,Year,Quarter_single,HBName
2019Q1,NA,S08000029,NA,S08000029,d,Elective Inpatients,NA,5,NA,216,469,2.171296296,NA,213,607,2.849765258,NA,2019,Q1,NHS Fife
2019Q2,NA,S08000029,NA,S08000029,d,Elective Inpatients,NA,5,NA,178,263,1.47752809,NA,182,604,3.318681319,NA,2019,Q2,NHS Fife
2019Q3,NA,S08000029,NA,S08000029,d,Elective Inpatients,NA,5,NA,202,366,1.811881188,NA,207,468,2.260869565,NA,2019,Q3,NHS Fife
2019Q4,NA,S08000029,NA,S08000029,d,Elective Inpatients,NA,5,NA,222,485,2.184684685,NA,229,852,3.720524017,NA,2019,Q4,NHS Fife
2020Q1,NA,S08000029,NA,S08000029,d,Elective Inpatients,NA,5,NA,182,279,1.532967033,NA,191,412,2.157068063,NA,2020,Q1,NHS Fife
2020Q2,NA,S08000029,NA,S08000029,d,Elective Inpatients,NA,5,NA,41,91,2.219512195,NA,40,116,2.9,NA,2020,Q2,NHS Fife
2020Q3,NA,S08000029,NA,S08000029,d,Elective Inpatients,NA,5,NA,133,261,1.962406015,NA,136,371,2.727941176,NA,2020,Q3,NHS Fife
2020Q4,NA,S08000029,NA,S08000029,d,Elective Inpatients,NA,5,NA,150,380,2.533333333,NA,154,421,2.733766234,NA,2020,Q4,NHS Fife
2021Q1,NA,S08000029,NA,S08000029,d,Elective Inpatients,NA,5,NA,77,184,2.38961039,NA,79,208,2.632911392,NA,2021,Q1,NHS Fife
2021Q2,NA,S08000029,NA,S08000029,d,Elective Inpatients,NA,5,NA,173,264,1.526011561,NA,171,335,1.959064327,NA,2021,Q2,NHS Fife
2021Q3,NA,S08000029,NA,S08000029,d,Elective Inpatients,NA,5,NA,150,210,1.4,NA,155,324,2.090322581,NA,2021,Q3,NHS Fife
2021Q4,NA,S08000029,NA,S08000029,d,Elective Inpatients,NA,5,NA,167,261,1.562874251,NA,169,327,1.934911243,NA,2021,Q4,NHS Fife
2022Q1,NA,S08000029,NA,S08000029,d,Elective Inpatients,NA,5,NA,121,164,1.355371901,NA,123,475,3.861788618,NA,2022,Q1,NHS Fife
2022Q2,NA,S08000029,NA,S08000029,d,Elective Inpatients,NA,5,NA,167,257,1.538922156,NA,168,325,1.93452381,NA,2022,Q2,NHS Fife
2022Q3,NA,S08000029,NA,S08000029,d,Elective Inpatients,NA,5,NA,147,205,1.394557823,NA,149,392,2.630872483,NA,2022,Q3,NHS Fife
2022Q4,p,S08000029,NA,S08000029,d,Elective Inpatients,NA,5,NA,165,256,1.551515152,NA,171,375,2.192982456,NA,2022,Q4,NHS Fife
2017Q4,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,1,NA,116,291,2.50862069,NA,115,404,3.513043478,NA,2017,Q4,NHS Forth Valley
2018Q1,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,1,NA,111,235,2.117117117,NA,113,366,3.238938053,NA,2018,Q1,NHS Forth Valley
2018Q2,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,1,NA,128,233,1.8203125,NA,130,317,2.438461538,NA,2018,Q2,NHS Forth Valley
2018Q3,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,1,NA,112,231,2.0625,NA,112,313,2.794642857,NA,2018,Q3,NHS Forth Valley
2018Q4,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,1,NA,133,258,1.939849624,NA,136,375,2.757352941,NA,2018,Q4,NHS Forth Valley
2019Q1,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,1,NA,113,244,2.159292035,NA,113,225,1.991150442,NA,2019,Q1,NHS Forth Valley
2019Q2,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,1,NA,131,208,1.58778626,NA,137,335,2.445255474,NA,2019,Q2,NHS Forth Valley
2019Q3,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,1,NA,132,246,1.863636364,NA,132,295,2.234848485,NA,2019,Q3,NHS Forth Valley
2019Q4,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,1,NA,114,169,1.48245614,NA,119,230,1.932773109,NA,2019,Q4,NHS Forth Valley
2020Q1,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,1,NA,131,160,1.221374046,NA,133,183,1.37593985,NA,2020,Q1,NHS Forth Valley
2020Q2,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,1,NA,26,48,1.846153846,NA,27,85,3.148148148,NA,2020,Q2,NHS Forth Valley
2020Q3,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,1,NA,77,124,1.61038961,NA,76,135,1.776315789,NA,2020,Q3,NHS Forth Valley
2020Q4,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,1,NA,107,155,1.448598131,NA,111,233,2.099099099,NA,2020,Q4,NHS Forth Valley
2021Q1,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,1,NA,61,76,1.245901639,NA,62,84,1.35483871,NA,2021,Q1,NHS Forth Valley
2021Q2,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,1,NA,115,203,1.765217391,NA,115,184,1.6,NA,2021,Q2,NHS Forth Valley
2021Q3,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,1,NA,97,284,2.927835052,NA,98,292,2.979591837,NA,2021,Q3,NHS Forth Valley
2021Q4,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,1,NA,100,171,1.71,NA,102,445,4.362745098,NA,2021,Q4,NHS Forth Valley
2022Q1,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,1,NA,80,106,1.325,NA,81,118,1.456790123,NA,2022,Q1,NHS Forth Valley
2022Q2,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,1,NA,88,212,2.409090909,NA,88,219,2.488636364,NA,2022,Q2,NHS Forth Valley
2022Q3,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,1,NA,126,232,1.841269841,NA,130,245,1.884615385,NA,2022,Q3,NHS Forth Valley
2022Q4,p,S08000019,NA,S08000019,d,Elective Inpatients,NA,1,NA,124,221,1.782258065,NA,126,245,1.944444444,NA,2022,Q4,NHS Forth Valley
2017Q4,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,2,NA,133,262,1.969924812,NA,134,466,3.47761194,NA,2017,Q4,NHS Forth Valley
2018Q1,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,2,NA,138,229,1.65942029,NA,140,391,2.792857143,NA,2018,Q1,NHS Forth Valley
2018Q2,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,2,NA,125,329,2.632,NA,125,392,3.136,NA,2018,Q2,NHS Forth Valley
2018Q3,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,2,NA,118,241,2.042372881,NA,115,276,2.4,NA,2018,Q3,NHS Forth Valley
2018Q4,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,2,NA,135,270,2,NA,137,407,2.97080292,NA,2018,Q4,NHS Forth Valley
2019Q1,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,2,NA,134,252,1.880597015,NA,134,284,2.119402985,NA,2019,Q1,NHS Forth Valley
2019Q2,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,2,NA,172,330,1.918604651,NA,173,371,2.144508671,NA,2019,Q2,NHS Forth Valley
2019Q3,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,2,NA,178,322,1.808988764,NA,180,690,3.833333333,NA,2019,Q3,NHS Forth Valley
2019Q4,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,2,NA,164,307,1.87195122,NA,169,410,2.426035503,NA,2019,Q4,NHS Forth Valley
2020Q1,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,2,NA,137,190,1.386861314,NA,141,299,2.120567376,NA,2020,Q1,NHS Forth Valley
2020Q2,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,2,NA,36,58,1.611111111,NA,36,62,1.722222222,NA,2020,Q2,NHS Forth Valley
2020Q3,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,2,NA,102,153,1.5,NA,102,212,2.078431373,NA,2020,Q3,NHS Forth Valley
2020Q4,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,2,NA,142,271,1.908450704,NA,145,387,2.668965517,NA,2020,Q4,NHS Forth Valley
2021Q1,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,2,NA,82,160,1.951219512,NA,81,160,1.975308642,NA,2021,Q1,NHS Forth Valley
2021Q2,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,2,NA,146,265,1.815068493,NA,147,298,2.027210884,NA,2021,Q2,NHS Forth Valley
2021Q3,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,2,NA,117,165,1.41025641,NA,120,203,1.691666667,NA,2021,Q3,NHS Forth Valley
2021Q4,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,2,NA,133,196,1.473684211,NA,135,267,1.977777778,NA,2021,Q4,NHS Forth Valley
2022Q1,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,2,NA,108,206,1.907407407,NA,110,253,2.3,NA,2022,Q1,NHS Forth Valley
2022Q2,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,2,NA,156,248,1.58974359,NA,159,274,1.72327044,NA,2022,Q2,NHS Forth Valley
2022Q3,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,2,NA,152,191,1.256578947,NA,155,223,1.438709677,NA,2022,Q3,NHS Forth Valley
2022Q4,p,S08000019,NA,S08000019,d,Elective Inpatients,NA,2,NA,196,247,1.260204082,NA,198,280,1.414141414,NA,2022,Q4,NHS Forth Valley
2017Q4,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,3,NA,150,269,1.793333333,NA,150,462,3.08,NA,2017,Q4,NHS Forth Valley
2018Q1,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,3,NA,160,362,2.2625,NA,160,513,3.20625,NA,2018,Q1,NHS Forth Valley
2018Q2,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,3,NA,155,284,1.832258065,NA,160,884,5.525,NA,2018,Q2,NHS Forth Valley
2018Q3,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,3,NA,136,276,2.029411765,NA,135,385,2.851851852,NA,2018,Q3,NHS Forth Valley
2018Q4,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,3,NA,167,278,1.664670659,NA,170,441,2.594117647,NA,2018,Q4,NHS Forth Valley
2019Q1,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,3,NA,156,299,1.916666667,NA,160,604,3.775,NA,2019,Q1,NHS Forth Valley
2019Q2,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,3,NA,170,284,1.670588235,NA,173,433,2.502890173,NA,2019,Q2,NHS Forth Valley
2019Q3,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,3,NA,157,260,1.656050955,NA,159,325,2.044025157,NA,2019,Q3,NHS Forth Valley
2019Q4,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,3,NA,170,273,1.605882353,NA,170,329,1.935294118,NA,2019,Q4,NHS Forth Valley
2020Q1,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,3,NA,159,231,1.452830189,NA,164,332,2.024390244,NA,2020,Q1,NHS Forth Valley
2020Q2,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,3,NA,30,44,1.466666667,NA,30,59,1.966666667,NA,2020,Q2,NHS Forth Valley
2020Q3,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,3,NA,115,205,1.782608696,NA,113,227,2.008849558,NA,2020,Q3,NHS Forth Valley
2020Q4,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,3,NA,150,223,1.486666667,NA,153,276,1.803921569,NA,2020,Q4,NHS Forth Valley
2021Q1,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,3,NA,97,204,2.103092784,NA,96,211,2.197916667,NA,2021,Q1,NHS Forth Valley
2021Q2,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,3,NA,167,350,2.095808383,NA,167,368,2.203592814,NA,2021,Q2,NHS Forth Valley
2021Q3,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,3,NA,127,304,2.393700787,NA,130,447,3.438461538,NA,2021,Q3,NHS Forth Valley
2021Q4,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,3,NA,148,236,1.594594595,NA,150,262,1.746666667,NA,2021,Q4,NHS Forth Valley
2022Q1,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,3,NA,120,261,2.175,NA,121,310,2.561983471,NA,2022,Q1,NHS Forth Valley
2022Q2,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,3,NA,188,270,1.436170213,NA,189,309,1.634920635,NA,2022,Q2,NHS Forth Valley
2022Q3,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,3,NA,160,217,1.35625,NA,162,239,1.475308642,NA,2022,Q3,NHS Forth Valley
2022Q4,p,S08000019,NA,S08000019,d,Elective Inpatients,NA,3,NA,181,227,1.254143646,NA,181,241,1.331491713,NA,2022,Q4,NHS Forth Valley
2017Q4,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,4,NA,118,249,2.110169492,NA,124,450,3.629032258,NA,2017,Q4,NHS Forth Valley
2018Q1,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,4,NA,130,209,1.607692308,NA,130,362,2.784615385,NA,2018,Q1,NHS Forth Valley
2018Q2,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,4,NA,116,254,2.189655172,NA,120,323,2.691666667,NA,2018,Q2,NHS Forth Valley
2018Q3,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,4,NA,108,199,1.842592593,NA,105,211,2.00952381,NA,2018,Q3,NHS Forth Valley
2018Q4,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,4,NA,136,374,2.75,NA,136,501,3.683823529,NA,2018,Q4,NHS Forth Valley
2019Q1,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,4,NA,142,365,2.570422535,NA,140,510,3.642857143,NA,2019,Q1,NHS Forth Valley
2019Q2,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,4,NA,164,237,1.445121951,NA,169,396,2.343195266,NA,2019,Q2,NHS Forth Valley
2019Q3,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,4,NA,150,251,1.673333333,NA,151,312,2.066225166,NA,2019,Q3,NHS Forth Valley
2019Q4,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,4,NA,154,285,1.850649351,NA,156,336,2.153846154,NA,2019,Q4,NHS Forth Valley
2020Q1,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,4,NA,121,196,1.619834711,NA,125,221,1.768,NA,2020,Q1,NHS Forth Valley
2020Q2,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,4,NA,35,60,1.714285714,NA,36,68,1.888888889,NA,2020,Q2,NHS Forth Valley
2020Q3,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,4,NA,120,259,2.158333333,NA,120,290,2.416666667,NA,2020,Q3,NHS Forth Valley
2020Q4,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,4,NA,125,240,1.92,NA,125,245,1.96,NA,2020,Q4,NHS Forth Valley
2021Q1,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,4,NA,76,120,1.578947368,NA,79,166,2.101265823,NA,2021,Q1,NHS Forth Valley
2021Q2,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,4,NA,138,260,1.884057971,NA,141,294,2.085106383,NA,2021,Q2,NHS Forth Valley
2021Q3,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,4,NA,120,211,1.758333333,NA,122,231,1.893442623,NA,2021,Q3,NHS Forth Valley
2021Q4,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,4,NA,131,231,1.763358779,NA,132,300,2.272727273,NA,2021,Q4,NHS Forth Valley
2022Q1,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,4,NA,128,231,1.8046875,NA,129,259,2.007751938,NA,2022,Q1,NHS Forth Valley
2022Q2,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,4,NA,154,219,1.422077922,NA,156,271,1.737179487,NA,2022,Q2,NHS Forth Valley
2022Q3,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,4,NA,179,199,1.111731844,NA,177,217,1.225988701,NA,2022,Q3,NHS Forth Valley
2022Q4,p,S08000019,NA,S08000019,d,Elective Inpatients,NA,4,NA,170,292,1.717647059,NA,171,307,1.795321637,NA,2022,Q4,NHS Forth Valley
2017Q4,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,5,NA,114,209,1.833333333,NA,115,276,2.4,NA,2017,Q4,NHS Forth Valley
2018Q1,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,5,NA,129,227,1.759689922,NA,129,287,2.224806202,NA,2018,Q1,NHS Forth Valley
2018Q2,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,5,NA,116,235,2.025862069,NA,115,300,2.608695652,NA,2018,Q2,NHS Forth Valley
2018Q3,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,5,NA,105,227,2.161904762,NA,105,334,3.180952381,NA,2018,Q3,NHS Forth Valley
2018Q4,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,5,NA,138,250,1.811594203,NA,140,324,2.314285714,NA,2018,Q4,NHS Forth Valley
2019Q1,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,5,NA,106,192,1.811320755,NA,105,244,2.323809524,NA,2019,Q1,NHS Forth Valley
2019Q2,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,5,NA,151,225,1.490066225,NA,153,249,1.62745098,NA,2019,Q2,NHS Forth Valley
2019Q3,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,5,NA,145,319,2.2,NA,146,345,2.363013699,NA,2019,Q3,NHS Forth Valley
2019Q4,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,5,NA,153,204,1.333333333,NA,154,298,1.935064935,NA,2019,Q4,NHS Forth Valley
2020Q1,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,5,NA,141,271,1.921985816,NA,144,294,2.041666667,NA,2020,Q1,NHS Forth Valley
2020Q2,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,5,NA,30,58,1.933333333,NA,31,128,4.129032258,NA,2020,Q2,NHS Forth Valley
2020Q3,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,5,NA,86,156,1.813953488,NA,86,168,1.953488372,NA,2020,Q3,NHS Forth Valley
2020Q4,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,5,NA,103,153,1.485436893,NA,108,190,1.759259259,NA,2020,Q4,NHS Forth Valley
2021Q1,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,5,NA,74,109,1.472972973,NA,74,136,1.837837838,NA,2021,Q1,NHS Forth Valley
2021Q2,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,5,NA,142,250,1.76056338,NA,144,267,1.854166667,NA,2021,Q2,NHS Forth Valley
2021Q3,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,5,NA,125,251,2.008,NA,127,271,2.133858268,NA,2021,Q3,NHS Forth Valley
2021Q4,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,5,NA,115,190,1.652173913,NA,114,204,1.789473684,NA,2021,Q4,NHS Forth Valley
2022Q1,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,5,NA,101,154,1.524752475,NA,101,241,2.386138614,NA,2022,Q1,NHS Forth Valley
2022Q2,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,5,NA,134,250,1.865671642,NA,136,409,3.007352941,NA,2022,Q2,NHS Forth Valley
2022Q3,NA,S08000019,NA,S08000019,d,Elective Inpatients,NA,5,NA,145,180,1.24137931,NA,147,207,1.408163265,NA,2022,Q3,NHS Forth Valley
2022Q4,p,S08000019,NA,S08000019,d,Elective Inpatients,NA,5,NA,162,432,2.666666667,NA,162,456,2.814814815,NA,2022,Q4,NHS Forth Valley
2017Q4,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,1,NA,177,381,2.152542373,NA,181,626,3.458563536,NA,2017,Q4,NHS Grampian
2018Q1,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,1,NA,186,495,2.661290323,NA,186,763,4.102150538,NA,2018,Q1,NHS Grampian
2018Q2,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,1,NA,198,437,2.207070707,NA,195,604,3.097435897,NA,2018,Q2,NHS Grampian
2018Q3,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,1,NA,166,374,2.253012048,NA,169,635,3.75739645,NA,2018,Q3,NHS Grampian
2018Q4,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,1,NA,191,487,2.54973822,NA,195,698,3.579487179,NA,2018,Q4,NHS Grampian
2019Q1,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,1,NA,191,472,2.471204188,NA,189,680,3.597883598,NA,2019,Q1,NHS Grampian
2019Q2,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,1,NA,208,439,2.110576923,NA,213,745,3.497652582,NA,2019,Q2,NHS Grampian
2019Q3,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,1,NA,192,419,2.182291667,NA,192,597,3.109375,NA,2019,Q3,NHS Grampian
2019Q4,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,1,NA,212,423,1.995283019,NA,214,647,3.023364486,NA,2019,Q4,NHS Grampian
2020Q1,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,1,NA,180,548,3.044444444,NA,181,633,3.497237569,NA,2020,Q1,NHS Grampian
2020Q2,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,1,NA,72,154,2.138888889,NA,70,177,2.528571429,NA,2020,Q2,NHS Grampian
2020Q3,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,1,NA,121,354,2.925619835,NA,125,521,4.168,NA,2020,Q3,NHS Grampian
2020Q4,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,1,NA,136,354,2.602941176,NA,139,766,5.510791367,NA,2020,Q4,NHS Grampian
2021Q1,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,1,NA,82,189,2.304878049,NA,80,314,3.925,NA,2021,Q1,NHS Grampian
2021Q2,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,1,NA,146,393,2.691780822,NA,148,515,3.47972973,NA,2021,Q2,NHS Grampian
2021Q3,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,1,NA,122,318,2.606557377,NA,126,591,4.69047619,NA,2021,Q3,NHS Grampian
2021Q4,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,1,NA,117,187,1.598290598,NA,124,482,3.887096774,NA,2021,Q4,NHS Grampian
2022Q1,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,1,NA,141,330,2.340425532,NA,142,462,3.253521127,NA,2022,Q1,NHS Grampian
2022Q2,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,1,NA,137,416,3.03649635,NA,135,473,3.503703704,NA,2022,Q2,NHS Grampian
2022Q3,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,1,NA,120,273,2.275,NA,122,473,3.87704918,NA,2022,Q3,NHS Grampian
2022Q4,p,S08000020,NA,S08000020,d,Elective Inpatients,NA,1,NA,135,375,2.777777778,NA,138,546,3.956521739,NA,2022,Q4,NHS Grampian
2017Q4,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,2,NA,553,1270,2.296564195,NA,556,2153,3.872302158,NA,2017,Q4,NHS Grampian
2018Q1,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,2,NA,483,1138,2.35610766,NA,486,2315,4.763374486,NA,2018,Q1,NHS Grampian
2018Q2,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,2,NA,586,1191,2.032423208,NA,594,2188,3.683501684,NA,2018,Q2,NHS Grampian
2018Q3,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,2,NA,575,1204,2.093913043,NA,573,2403,4.193717277,NA,2018,Q3,NHS Grampian
2018Q4,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,2,NA,588,1247,2.120748299,NA,604,2323,3.84602649,NA,2018,Q4,NHS Grampian
2019Q1,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,2,NA,529,1159,2.190926276,NA,527,1827,3.466793169,NA,2019,Q1,NHS Grampian
2019Q2,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,2,NA,575,1160,2.017391304,NA,581,2111,3.633390706,NA,2019,Q2,NHS Grampian
2019Q3,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,2,NA,564,1179,2.090425532,NA,568,1936,3.408450704,NA,2019,Q3,NHS Grampian
2019Q4,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,2,NA,525,1062,2.022857143,NA,533,1815,3.405253283,NA,2019,Q4,NHS Grampian
2020Q1,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,2,NA,462,1013,2.192640693,NA,468,1555,3.322649573,NA,2020,Q1,NHS Grampian
2020Q2,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,2,NA,213,520,2.441314554,NA,211,827,3.91943128,NA,2020,Q2,NHS Grampian
2020Q3,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,2,NA,308,676,2.194805195,NA,316,1112,3.518987342,NA,2020,Q3,NHS Grampian
2020Q4,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,2,NA,322,748,2.322981366,NA,338,1269,3.75443787,NA,2020,Q4,NHS Grampian
2021Q1,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,2,NA,270,648,2.4,NA,271,1071,3.95202952,NA,2021,Q1,NHS Grampian
2021Q2,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,2,NA,338,654,1.934911243,NA,341,1053,3.08797654,NA,2021,Q2,NHS Grampian
2021Q3,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,2,NA,326,885,2.714723926,NA,330,1553,4.706060606,NA,2021,Q3,NHS Grampian
2021Q4,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,2,NA,310,676,2.180645161,NA,323,1098,3.399380805,NA,2021,Q4,NHS Grampian
2022Q1,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,2,NA,337,723,2.145400593,NA,340,1154,3.394117647,NA,2022,Q1,NHS Grampian
2022Q2,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,2,NA,362,859,2.372928177,NA,365,1561,4.276712329,NA,2022,Q2,NHS Grampian
2022Q3,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,2,NA,340,776,2.282352941,NA,348,1256,3.609195402,NA,2022,Q3,NHS Grampian
2022Q4,p,S08000020,NA,S08000020,d,Elective Inpatients,NA,2,NA,372,798,2.14516129,NA,377,1084,2.875331565,NA,2022,Q4,NHS Grampian
2017Q4,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,3,NA,732,1893,2.586065574,NA,738,3204,4.341463415,NA,2017,Q4,NHS Grampian
2018Q1,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,3,NA,617,1394,2.259319287,NA,621,2414,3.887278583,NA,2018,Q1,NHS Grampian
2018Q2,NA,S08000020,NA,S08000020,d,Elective Inpatients,NA,3,NA,718,1872,2.60724234,NA,724,3162,4.367403315,NA,2018,Q2,NHS Grampian
