Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF,Year,Quarter_single,HBName
2019Q4,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,1,NA,530,1078,2.033962264,NA,533,1513,2,NA,2019,Q4,NHS Lanarkshire
2020Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,1,NA,431,773,1.79350348,NA,445,1347,3,NA,2020,Q1,NHS Lanarkshire
2020Q2,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,1,NA,114,230,2.01754386,NA,115,452,3,NA,2020,Q2,NHS Lanarkshire
2020Q3,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,1,NA,197,358,1.817258883,NA,204,519,2,NA,2020,Q3,NHS Lanarkshire
2020Q4,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,1,NA,228,310,1.359649123,NA,230,652,2,NA,2020,Q4,NHS Lanarkshire
2021Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,1,NA,184,410,2.22826087,NA,191,751,3,NA,2021,Q1,NHS Lanarkshire
2021Q2,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,1,NA,353,740,2.09631728,NA,358,1221,3,NA,2021,Q2,NHS Lanarkshire
2021Q3,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,1,NA,291,478,1.642611684,NA,298,740,2,NA,2021,Q3,NHS Lanarkshire
2021Q4,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,1,NA,213,485,2.276995305,NA,222,885,3,NA,2021,Q4,NHS Lanarkshire
2022Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,1,NA,199,628,3.155778894,NA,202,681,3,NA,2022,Q1,NHS Lanarkshire
2022Q2,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,1,NA,332,456,1.373493976,NA,345,1355,3,NA,2022,Q2,NHS Lanarkshire
2022Q3,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,1,NA,421,545,1.294536817,NA,428,1683,3,NA,2022,Q3,NHS Lanarkshire
2022Q4,p,S08000032,NA,S08000032,d,Elective Inpatients,NA,1,NA,358,564,1.575418994,NA,370,1198,3,NA,2022,Q4,NHS Lanarkshire
2017Q4,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,2,NA,569,1425,2.504393673,NA,586,2149,3,NA,2017,Q4,NHS Lanarkshire
2018Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,2,NA,534,1149,2.151685393,NA,550,2003,3,NA,2018,Q1,NHS Lanarkshire
2018Q2,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,2,NA,523,1148,2.195028681,NA,533,1554,2,NA,2018,Q2,NHS Lanarkshire
2018Q3,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,2,NA,569,1176,2.066783831,NA,584,1817,3,NA,2018,Q3,NHS Lanarkshire
2018Q4,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,2,NA,604,1228,2.033112583,NA,618,1770,2,NA,2018,Q4,NHS Lanarkshire
2019Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,2,NA,531,1137,2.141242938,NA,537,1815,3,NA,2019,Q1,NHS Lanarkshire
2019Q2,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,2,NA,510,1026,2.011764706,NA,520,1339,2,NA,2019,Q2,NHS Lanarkshire
2019Q3,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,2,NA,529,970,1.833648393,NA,545,1467,2,NA,2019,Q3,NHS Lanarkshire
2019Q4,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,2,NA,552,1112,2.014492754,NA,574,1708,2,NA,2019,Q4,NHS Lanarkshire
2020Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,2,NA,412,725,1.759708738,NA,422,1181,2,NA,2020,Q1,NHS Lanarkshire
2020Q2,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,2,NA,97,233,2.402061856,NA,92,414,4,NA,2020,Q2,NHS Lanarkshire
2020Q3,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,2,NA,203,337,1.660098522,NA,209,750,3,NA,2020,Q3,NHS Lanarkshire
2020Q4,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,2,NA,224,390,1.741071429,NA,231,642,2,NA,2020,Q4,NHS Lanarkshire
2021Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,2,NA,181,856,4.729281768,NA,192,1052,5,NA,2021,Q1,NHS Lanarkshire
2021Q2,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,2,NA,321,521,1.62305296,NA,326,815,2,NA,2021,Q2,NHS Lanarkshire
2021Q3,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,2,NA,309,507,1.640776699,NA,316,783,2,NA,2021,Q3,NHS Lanarkshire
2021Q4,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,2,NA,208,422,2.028846154,NA,211,857,4,NA,2021,Q4,NHS Lanarkshire
2022Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,2,NA,247,468,1.894736842,NA,253,805,3,NA,2022,Q1,NHS Lanarkshire
2022Q2,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,2,NA,343,718,2.093294461,NA,340,1091,3,NA,2022,Q2,NHS Lanarkshire
2022Q3,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,2,NA,374,550,1.470588235,NA,376,906,2,NA,2022,Q3,NHS Lanarkshire
2022Q4,p,S08000032,NA,S08000032,d,Elective Inpatients,NA,2,NA,322,544,1.689440994,NA,337,1122,3,NA,2022,Q4,NHS Lanarkshire
2017Q4,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,3,NA,338,810,2.396449704,NA,352,1363,3,NA,2017,Q4,NHS Lanarkshire
2018Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,3,NA,339,680,2.005899705,NA,347,970,2,NA,2018,Q1,NHS Lanarkshire
2018Q2,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,3,NA,341,883,2.589442815,NA,347,1242,3,NA,2018,Q2,NHS Lanarkshire
2018Q3,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,3,NA,365,719,1.969863014,NA,372,1143,3,NA,2018,Q3,NHS Lanarkshire
2018Q4,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,3,NA,372,738,1.983870968,NA,384,1345,3,NA,2018,Q4,NHS Lanarkshire
2019Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,3,NA,363,653,1.798898072,NA,367,967,2,NA,2019,Q1,NHS Lanarkshire
2019Q2,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,3,NA,314,620,1.974522293,NA,323,823,2,NA,2019,Q2,NHS Lanarkshire
2019Q3,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,3,NA,308,497,1.613636364,NA,320,833,2,NA,2019,Q3,NHS Lanarkshire
2019Q4,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,3,NA,370,567,1.532432432,NA,382,947,2,NA,2019,Q4,NHS Lanarkshire
2020Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,3,NA,273,465,1.703296703,NA,276,757,2,NA,2020,Q1,NHS Lanarkshire
2020Q2,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,3,NA,54,79,1.462962963,NA,55,270,4,NA,2020,Q2,NHS Lanarkshire
2020Q3,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,3,NA,122,268,2.196721311,NA,126,428,3,NA,2020,Q3,NHS Lanarkshire
2020Q4,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,3,NA,137,297,2.167883212,NA,146,466,3,NA,2020,Q4,NHS Lanarkshire
2021Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,3,NA,113,205,1.814159292,NA,117,316,2,NA,2021,Q1,NHS Lanarkshire
2021Q2,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,3,NA,205,368,1.795121951,NA,208,605,2,NA,2021,Q2,NHS Lanarkshire
2021Q3,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,3,NA,173,266,1.537572254,NA,174,389,2,NA,2021,Q3,NHS Lanarkshire
2021Q4,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,3,NA,118,180,1.525423729,NA,125,287,2,NA,2021,Q4,NHS Lanarkshire
2022Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,3,NA,151,223,1.476821192,NA,154,437,2,NA,2022,Q1,NHS Lanarkshire
2022Q2,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,3,NA,196,419,2.137755102,NA,195,739,3,NA,2022,Q2,NHS Lanarkshire
2022Q3,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,3,NA,252,449,1.781746032,NA,253,825,3,NA,2022,Q3,NHS Lanarkshire
2022Q4,p,S08000032,NA,S08000032,d,Elective Inpatients,NA,3,NA,240,416,1.733333333,NA,249,937,3,NA,2022,Q4,NHS Lanarkshire
2017Q4,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,4,NA,283,534,1.886925795,NA,290,729,2,NA,2017,Q4,NHS Lanarkshire
2018Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,4,NA,279,522,1.870967742,NA,279,742,2,NA,2018,Q1,NHS Lanarkshire
2018Q2,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,4,NA,305,574,1.881967213,NA,315,763,2,NA,2018,Q2,NHS Lanarkshire
2018Q3,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,4,NA,297,601,2.023569024,NA,306,942,3,NA,2018,Q3,NHS Lanarkshire
2018Q4,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,4,NA,310,602,1.941935484,NA,317,825,2,NA,2018,Q4,NHS Lanarkshire
2019Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,4,NA,284,526,1.852112676,NA,290,770,2,NA,2019,Q1,NHS Lanarkshire
2019Q2,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,4,NA,328,653,1.990853659,NA,329,1039,3,NA,2019,Q2,NHS Lanarkshire
2019Q3,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,4,NA,269,595,2.211895911,NA,276,868,3,NA,2019,Q3,NHS Lanarkshire
2019Q4,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,4,NA,299,644,2.153846154,NA,306,1005,3,NA,2019,Q4,NHS Lanarkshire
2020Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,4,NA,266,466,1.751879699,NA,273,810,2,NA,2020,Q1,NHS Lanarkshire
2020Q2,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,4,NA,48,76,1.583333333,NA,47,233,4,NA,2020,Q2,NHS Lanarkshire
2020Q3,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,4,NA,102,181,1.774509804,NA,103,323,3,NA,2020,Q3,NHS Lanarkshire
2020Q4,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,4,NA,107,133,1.242990654,NA,108,316,2,NA,2020,Q4,NHS Lanarkshire
2021Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,4,NA,88,144,1.636363636,NA,89,227,2,NA,2021,Q1,NHS Lanarkshire
2021Q2,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,4,NA,170,256,1.505882353,NA,176,512,2,NA,2021,Q2,NHS Lanarkshire
2021Q3,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,4,NA,156,238,1.525641026,NA,161,299,1,NA,2021,Q3,NHS Lanarkshire
2021Q4,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,4,NA,126,274,2.174603175,NA,129,371,2,NA,2021,Q4,NHS Lanarkshire
2022Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,4,NA,115,178,1.547826087,NA,117,354,3,NA,2022,Q1,NHS Lanarkshire
2022Q2,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,4,NA,194,280,1.443298969,NA,198,655,3,NA,2022,Q2,NHS Lanarkshire
2022Q3,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,4,NA,216,333,1.541666667,NA,223,740,3,NA,2022,Q3,NHS Lanarkshire
2022Q4,p,S08000032,NA,S08000032,d,Elective Inpatients,NA,4,NA,207,386,1.8647343,NA,207,494,2,NA,2022,Q4,NHS Lanarkshire
2017Q4,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,5,NA,204,422,2.068627451,NA,217,768,3,NA,2017,Q4,NHS Lanarkshire
2018Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,5,NA,215,501,2.330232558,NA,222,691,3,NA,2018,Q1,NHS Lanarkshire
2018Q2,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,5,NA,223,413,1.852017937,NA,232,602,2,NA,2018,Q2,NHS Lanarkshire
2018Q3,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,5,NA,202,446,2.207920792,NA,210,706,3,NA,2018,Q3,NHS Lanarkshire
2018Q4,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,5,NA,206,403,1.95631068,NA,214,602,2,NA,2018,Q4,NHS Lanarkshire
2019Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,5,NA,192,339,1.765625,NA,198,484,2,NA,2019,Q1,NHS Lanarkshire
2019Q2,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,5,NA,170,265,1.558823529,NA,173,429,2,NA,2019,Q2,NHS Lanarkshire
2019Q3,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,5,NA,192,369,1.921875,NA,189,470,2,NA,2019,Q3,NHS Lanarkshire
2019Q4,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,5,NA,206,289,1.402912621,NA,212,692,3,NA,2019,Q4,NHS Lanarkshire
2020Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,5,NA,150,254,1.693333333,NA,156,502,3,NA,2020,Q1,NHS Lanarkshire
2020Q2,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,5,NA,23,82,3.565217391,NA,25,87,3,NA,2020,Q2,NHS Lanarkshire
2020Q3,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,5,NA,55,112,2.036363636,NA,56,170,3,NA,2020,Q3,NHS Lanarkshire
2020Q4,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,5,NA,70,83,1.185714286,NA,73,122,1,NA,2020,Q4,NHS Lanarkshire
2021Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,5,NA,72,108,1.5,NA,75,212,2,NA,2021,Q1,NHS Lanarkshire
2021Q2,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,5,NA,148,253,1.709459459,NA,148,425,2,NA,2021,Q2,NHS Lanarkshire
2021Q3,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,5,NA,117,202,1.726495726,NA,119,322,2,NA,2021,Q3,NHS Lanarkshire
2021Q4,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,5,NA,90,137,1.522222222,NA,96,295,3,NA,2021,Q4,NHS Lanarkshire
2022Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,5,NA,81,125,1.543209877,NA,86,192,2,NA,2022,Q1,NHS Lanarkshire
2022Q2,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,5,NA,135,243,1.8,NA,134,305,2,NA,2022,Q2,NHS Lanarkshire
2022Q3,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,5,NA,186,293,1.575268817,NA,186,531,2,NA,2022,Q3,NHS Lanarkshire
2022Q4,p,S08000032,NA,S08000032,d,Elective Inpatients,NA,5,NA,166,293,1.765060241,NA,173,657,3,NA,2022,Q4,NHS Lanarkshire
2018Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,NA,:,0,0,NA,z,0,0,NA,z,2018,Q1,NHS Lanarkshire
2018Q2,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,NA,:,0,0,NA,z,0,0,NA,z,2018,Q2,NHS Lanarkshire
2018Q3,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,NA,:,0,0,NA,z,0,0,NA,z,2018,Q3,NHS Lanarkshire
2019Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,NA,:,0,0,NA,z,0,0,NA,z,2019,Q1,NHS Lanarkshire
2019Q2,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,NA,:,0,0,NA,z,0,5,NA,z,2019,Q2,NHS Lanarkshire
2020Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,NA,:,0,5,NA,z,0,15,NA,z,2020,Q1,NHS Lanarkshire
2022Q1,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,NA,:,0,0,NA,z,0,5,NA,z,2022,Q1,NHS Lanarkshire
2022Q3,NA,S08000032,NA,S08000032,d,Elective Inpatients,NA,NA,:,0,5,NA,z,0,5,NA,z,2022,Q3,NHS Lanarkshire
2017Q4,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,1,NA,910,2399,2.636263736,NA,901,3460,3,NA,2017,Q4,NHS Lothian
2018Q1,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,1,NA,798,2023,2.535087719,NA,789,3929,4,NA,2018,Q1,NHS Lothian
2018Q2,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,1,NA,941,2233,2.373007439,NA,937,3663,3,NA,2018,Q2,NHS Lothian
2018Q3,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,1,NA,834,1913,2.293764988,NA,837,3352,4,NA,2018,Q3,NHS Lothian
2018Q4,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,1,NA,842,2442,2.90023753,NA,832,3880,4,NA,2018,Q4,NHS Lothian
2019Q1,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,1,NA,836,1852,2.2153110050000002,NA,825,3051,3,NA,2019,Q1,NHS Lothian
2019Q2,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,1,NA,868,2176,2.506912442,NA,862,3336,3,NA,2019,Q2,NHS Lothian
2019Q3,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,1,NA,827,2125,2.569528416,NA,820,3132,3,NA,2019,Q3,NHS Lothian
2019Q4,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,1,NA,800,2017,2.52125,NA,788,3007,3,NA,2019,Q4,NHS Lothian
2020Q1,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,1,NA,710,1726,2.430985915,NA,710,2977,4,NA,2020,Q1,NHS Lothian
2020Q2,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,1,NA,288,731,2.538194444,NA,289,1488,5,NA,2020,Q2,NHS Lothian
2020Q3,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,1,NA,471,1378,2.925690021,NA,468,2533,5,NA,2020,Q3,NHS Lothian
2020Q4,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,1,NA,584,1251,2.142123288,NA,590,2632,4,NA,2020,Q4,NHS Lothian
2021Q1,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,1,NA,564,1449,2.569148936,NA,550,2453,4,NA,2021,Q1,NHS Lothian
2021Q2,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,1,NA,622,1773,2.850482315,NA,623,2995,4,NA,2021,Q2,NHS Lothian
2021Q3,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,1,NA,484,1423,2.940082645,NA,482,2537,5,NA,2021,Q3,NHS Lothian
2021Q4,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,1,NA,474,1158,2.443037975,NA,480,2316,4,NA,2021,Q4,NHS Lothian
2022Q1,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,1,NA,506,1275,2.519762846,NA,504,2305,4,NA,2022,Q1,NHS Lothian
2022Q2,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,1,NA,523,1253,2.395793499,NA,516,2216,4,NA,2022,Q2,NHS Lothian
2022Q3,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,1,NA,502,2024,4.03187251,NA,506,3181,6,NA,2022,Q3,NHS Lothian
2022Q4,p,S08000024,NA,S08000024,d,Elective Inpatients,NA,1,NA,560,1254,2.239285714,NA,563,2241,3,NA,2022,Q4,NHS Lothian
2017Q4,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,2,NA,1456,4158,2.855769231,NA,1447,6614,4,NA,2017,Q4,NHS Lothian
2018Q1,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,2,NA,1281,3263,2.547228728,NA,1268,5446,4,NA,2018,Q1,NHS Lothian
2018Q2,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,2,NA,1437,3471,2.415448852,NA,1416,5293,3,NA,2018,Q2,NHS Lothian
2018Q3,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,2,NA,1455,3577,2.458419244,NA,1457,6456,4,NA,2018,Q3,NHS Lothian
2018Q4,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,2,NA,1372,3554,2.590379009,NA,1367,6393,4,NA,2018,Q4,NHS Lothian
2019Q1,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,2,NA,1334,4167,3.123688156,NA,1317,6536,4,NA,2019,Q1,NHS Lothian
2019Q2,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,2,NA,1361,3360,2.468772961,NA,1336,5070,3,NA,2019,Q2,NHS Lothian
2019Q3,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,2,NA,1381,3507,2.539464156,NA,1383,6371,4,NA,2019,Q3,NHS Lothian
2019Q4,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,2,NA,1267,3293,2.599052881,NA,1254,5401,4,NA,2019,Q4,NHS Lothian
2020Q1,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,2,NA,1124,3016,2.683274021,NA,1128,5355,4,NA,2020,Q1,NHS Lothian
2020Q2,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,2,NA,471,1209,2.566878981,NA,483,2333,4,NA,2020,Q2,NHS Lothian
2020Q3,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,2,NA,868,2485,2.862903226,NA,863,4091,4,NA,2020,Q3,NHS Lothian
2020Q4,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,2,NA,940,2580,2.744680851,NA,931,3919,4,NA,2020,Q4,NHS Lothian
2021Q1,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,2,NA,926,2490,2.688984881,NA,915,4099,4,NA,2021,Q1,NHS Lothian
2021Q2,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,2,NA,1036,2877,2.777027027,NA,1023,4829,4,NA,2021,Q2,NHS Lothian
2021Q3,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,2,NA,894,2535,2.83557047,NA,891,4095,4,NA,2021,Q3,NHS Lothian
2021Q4,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,2,NA,765,2240,2.928104575,NA,778,4564,5,NA,2021,Q4,NHS Lothian
2022Q1,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,2,NA,771,1732,2.246433204,NA,758,3223,4,NA,2022,Q1,NHS Lothian
2022Q2,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,2,NA,855,2171,2.539181287,NA,850,4291,5,NA,2022,Q2,NHS Lothian
2022Q3,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,2,NA,917,2385,2.60087241,NA,924,4516,4,NA,2022,Q3,NHS Lothian
2022Q4,p,S08000024,NA,S08000024,d,Elective Inpatients,NA,2,NA,922,2230,2.418655098,NA,934,4407,4,NA,2022,Q4,NHS Lothian
2017Q4,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,3,NA,1226,3091,2.521207178,NA,1221,5193,4,NA,2017,Q4,NHS Lothian
2018Q1,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,3,NA,1158,2561,2.211571675,NA,1151,4605,4,NA,2018,Q1,NHS Lothian
2018Q2,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,3,NA,1226,3159,2.576672104,NA,1211,4343,3,NA,2018,Q2,NHS Lothian
2018Q3,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,3,NA,1196,3243,2.711538462,NA,1180,4949,4,NA,2018,Q3,NHS Lothian
2018Q4,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,3,NA,1205,2697,2.238174274,NA,1217,4871,4,NA,2018,Q4,NHS Lothian
2019Q1,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,3,NA,1148,3239,2.821428571,NA,1145,4823,4,NA,2019,Q1,NHS Lothian
2019Q2,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,3,NA,1186,3462,2.919055649,NA,1163,5454,4,NA,2019,Q2,NHS Lothian
2019Q3,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,3,NA,1156,3216,2.78200692,NA,1157,5205,4,NA,2019,Q3,NHS Lothian
2019Q4,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,3,NA,1158,3110,2.68566494,NA,1152,5149,4,NA,2019,Q4,NHS Lothian
2020Q1,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,3,NA,956,2146,2.244769874,NA,956,3996,4,NA,2020,Q1,NHS Lothian
2020Q2,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,3,NA,428,1149,2.684579439,NA,434,2263,5,NA,2020,Q2,NHS Lothian
2020Q3,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,3,NA,761,1916,2.517739816,NA,757,3603,4,NA,2020,Q3,NHS Lothian
2020Q4,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,3,NA,807,2169,2.687732342,NA,817,4179,5,NA,2020,Q4,NHS Lothian
2021Q1,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,3,NA,795,1899,2.388679245,NA,789,3658,4,NA,2021,Q1,NHS Lothian
2021Q2,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,3,NA,892,2261,2.534753363,NA,884,3841,4,NA,2021,Q2,NHS Lothian
2021Q3,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,3,NA,790,2166,2.741772152,NA,803,3842,4,NA,2021,Q3,NHS Lothian
2021Q4,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,3,NA,718,1913,2.664345404,NA,718,3390,4,NA,2021,Q4,NHS Lothian
2022Q1,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,3,NA,731,1705,2.332421341,NA,720,3024,4,NA,2022,Q1,NHS Lothian
2022Q2,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,3,NA,709,1900,2.679830748,NA,708,3459,4,NA,2022,Q2,NHS Lothian
2022Q3,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,3,NA,765,2435,3.183006536,NA,772,4562,5,NA,2022,Q3,NHS Lothian
2022Q4,p,S08000024,NA,S08000024,d,Elective Inpatients,NA,3,NA,794,1933,2.434508816,NA,793,3597,4,NA,2022,Q4,NHS Lothian
2017Q4,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,4,NA,1175,3139,2.671489362,NA,1165,4888,4,NA,2017,Q4,NHS Lothian
2018Q1,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,4,NA,1041,2645,2.540826129,NA,1036,5493,5,NA,2018,Q1,NHS Lothian
2018Q2,NA,S08000024,NA,S08000024,d,Elective Inpatients,NA,4,NA,1173,3259,2.778346121,NA,1167,5147,4,NA,2018,Q2,NHS Lothian
